BOROUGH,BUILDING CLASS CATEGORY,COMMERCIAL UNITS,GROSS SQUARE FEET,SALE PRICE,LAND SQUARE FEET,RESIDENTIAL UNITS
Queens,02 TWO FAMILY DWELLINGS,0,2176,3800000,2502,2
Queens,02 TWO FAMILY DWELLINGS,0,2176,650000,2502,2
Queens,02 TWO FAMILY DWELLINGS,0,2400,550000,2785,2
Queens,02 TWO FAMILY DWELLINGS,0,1672,599500,1833,2
Queens,02 TWO FAMILY DWELLINGS,0,3000,660000,2800,2
Queens,02 TWO FAMILY DWELLINGS,0,960,300485,1000,2
Queens,02 TWO FAMILY DWELLINGS,0,1211,240000,2352,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,570000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2680,615000,3200,2
Queens,02 TWO FAMILY DWELLINGS,0,2318,655000,1554,2
Queens,02 TWO FAMILY DWELLINGS,0,2206,400000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,2206,700000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1472,576000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2280,430000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1664,196000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1664,567000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1420,479200,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2350,710000,2800,2
Queens,02 TWO FAMILY DWELLINGS,0,1566,1090325,2650,2
Queens,02 TWO FAMILY DWELLINGS,0,1880,485000,4368,2
Queens,02 TWO FAMILY DWELLINGS,0,1880,750000,4368,2
Queens,02 TWO FAMILY DWELLINGS,0,1373,238000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1340,498000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1756,580000,2210,2
Queens,02 TWO FAMILY DWELLINGS,0,2144,510000,2502,2
Queens,02 TWO FAMILY DWELLINGS,0,3900,540000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1224,405600,2870,2
Queens,02 TWO FAMILY DWELLINGS,0,2652,725000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,630000,1880,2
Queens,02 TWO FAMILY DWELLINGS,0,2208,611000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1400,387994,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,600000,2800,2
Queens,02 TWO FAMILY DWELLINGS,0,1520,480000,2375,2
Queens,02 TWO FAMILY DWELLINGS,0,930,150000,2400,2
Queens,02 TWO FAMILY DWELLINGS,0,1504,540000,2142,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,707000,2800,2
Queens,02 TWO FAMILY DWELLINGS,0,995,710000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,550000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,625000,2500,2
Queens,02 TWO FAMILY DWELLINGS,1,4000,690000,2900,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,700000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1260,500000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1248,495000,2300,2
Queens,02 TWO FAMILY DWELLINGS,0,1800,680000,2600,2
Queens,02 TWO FAMILY DWELLINGS,0,1710,355000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2530,709000,4320,2
Queens,02 TWO FAMILY DWELLINGS,0,2240,520000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,3377,270000,5000,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,562500,4220,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,574000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,410000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,395000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,642977,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1020,415000,1994,2
Queens,02 TWO FAMILY DWELLINGS,0,1984,727211,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1984,727211,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2345,575000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2705,475000,3328,2
Queens,02 TWO FAMILY DWELLINGS,0,2705,650000,3328,2
Queens,02 TWO FAMILY DWELLINGS,0,1231,529000,4130,2
Queens,02 TWO FAMILY DWELLINGS,0,2400,685000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2240,310000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,547000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,680000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,629000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,669000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1872,650000,3020,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,230000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,700000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,235000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2080,699000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,204500,3536,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,395000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1680,227500,3300,2
Queens,02 TWO FAMILY DWELLINGS,0,1092,319410,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,1280,579900,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2452,555000,2840,2
Queens,02 TWO FAMILY DWELLINGS,0,1920,440000,3290,2
Queens,02 TWO FAMILY DWELLINGS,0,2200,810589,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,2200,309000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1620,460000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1248,185000,1976,2
Queens,02 TWO FAMILY DWELLINGS,0,2160,227000,3800,2
Queens,02 TWO FAMILY DWELLINGS,0,2352,730000,3800,2
Queens,02 TWO FAMILY DWELLINGS,0,1536,590000,2300,2
Queens,02 TWO FAMILY DWELLINGS,0,1584,410000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1650,529000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1020,468000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1020,670000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1236,378000,1800,2
Queens,02 TWO FAMILY DWELLINGS,0,1505,140000,2300,2
Queens,02 TWO FAMILY DWELLINGS,0,1220,320000,2275,2
Queens,02 TWO FAMILY DWELLINGS,0,1760,635000,2327,2
Queens,02 TWO FAMILY DWELLINGS,0,1600,390000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1632,340000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2000,551000,2156,2
Queens,02 TWO FAMILY DWELLINGS,0,1908,545000,1769,2
Queens,02 TWO FAMILY DWELLINGS,0,2500,680000,4244,2
Queens,02 TWO FAMILY DWELLINGS,0,1908,610000,2833,2
Queens,02 TWO FAMILY DWELLINGS,0,1650,725000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2040,240000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1769,585000,3781,2
Queens,02 TWO FAMILY DWELLINGS,0,2538,595000,2439,2
Queens,02 TWO FAMILY DWELLINGS,0,1800,575000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1800,660000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,2064,1058220,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,779,263640,1975,2
Queens,02 TWO FAMILY DWELLINGS,0,779,450000,1975,2
Queens,02 TWO FAMILY DWELLINGS,0,1042,430000,1287,2
Queens,02 TWO FAMILY DWELLINGS,0,1602,675000,2430,2
Queens,02 TWO FAMILY DWELLINGS,0,2200,580000,3781,2
Queens,02 TWO FAMILY DWELLINGS,0,1024,458850,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1128,250000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1128,614250,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1248,435000,3500,2
Queens,02 TWO FAMILY DWELLINGS,0,2370,460000,3500,2
Queens,02 TWO FAMILY DWELLINGS,0,1050,350000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1050,675000,4000,2
Queens,02 TWO FAMILY DWELLINGS,0,1450,625000,2700,2
Queens,02 TWO FAMILY DWELLINGS,0,1200,354900,3550,2
Queens,02 TWO FAMILY DWELLINGS,0,1200,430000,3550,2
Queens,02 TWO FAMILY DWELLINGS,0,1216,615000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1440,715000,3550,2
Queens,02 TWO FAMILY DWELLINGS,0,1892,580000,1980,2
Queens,02 TWO FAMILY DWELLINGS,0,1216,175000,2242,2
Queens,02 TWO FAMILY DWELLINGS,0,2150,660000,4244,2
Queens,03 THREE FAMILY DWELLINGS,0,1833,570000,2500,3
Queens,03 THREE FAMILY DWELLINGS,0,2466,400000,2500,3
Queens,03 THREE FAMILY DWELLINGS,0,1755,459900,5000,3
Queens,03 THREE FAMILY DWELLINGS,0,3600,575000,1668,3
Queens,03 THREE FAMILY DWELLINGS,0,3140,652032,4004,3
Queens,03 THREE FAMILY DWELLINGS,0,3140,568519,4004,3
Queens,03 THREE FAMILY DWELLINGS,0,2520,925513,4080,3
Queens,03 THREE FAMILY DWELLINGS,0,2520,430500,4080,3
Queens,03 THREE FAMILY DWELLINGS,0,1816,250000,1624,3
Queens,03 THREE FAMILY DWELLINGS,0,3291,509125,2000,3
Queens,03 THREE FAMILY DWELLINGS,0,2283,750000,3500,3
Queens,03 THREE FAMILY DWELLINGS,0,2077,480000,2700,3
Queens,03 THREE FAMILY DWELLINGS,0,2408,750000,6000,3
Queens,03 THREE FAMILY DWELLINGS,0,1550,407849,2760,3
Queens,03 THREE FAMILY DWELLINGS,0,1550,880000,2760,3
Queens,03 THREE FAMILY DWELLINGS,0,2464,505000,2558,3
Queens,03 THREE FAMILY DWELLINGS,0,2887,340000,4000,3
Queens,03 THREE FAMILY DWELLINGS,0,2887,600000,4000,3
Queens,03 THREE FAMILY DWELLINGS,0,2421,410000,2500,3
Queens,03 THREE FAMILY DWELLINGS,0,2442,754000,4065,3
Queens,07 RENTALS - WALKUP APARTMENTS,0,3000,710000,2367,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,1464,635000,2500,4
Queens,07 RENTALS - WALKUP APARTMENTS,0,1280,245000,2000,4
Queens,14 RENTALS - 4-10 UNIT,1,2750,350000,2350,3
Queens,14 RENTALS - 4-10 UNIT,1,3200,675000,2000,3
Queens,14 RENTALS - 4-10 UNIT,3,3280,615000,1983,2
Queens,29 COMMERCIAL GARAGES,2,7520,2060000,8000,0
Queens,29 COMMERCIAL GARAGES,1,3800,1000000,18000,0
Queens,30 WAREHOUSES,1,4800,1500000,4800,0
Queens,01 ONE FAMILY DWELLINGS,0,1460,345000,3068,1
Queens,01 ONE FAMILY DWELLINGS,0,1288,136000,2024,1
Queens,01 ONE FAMILY DWELLINGS,0,1288,360000,2024,1
Queens,01 ONE FAMILY DWELLINGS,0,872,405000,1802,1
Queens,01 ONE FAMILY DWELLINGS,0,1472,590000,2429,1
Queens,01 ONE FAMILY DWELLINGS,0,1492,425000,3401,1
Queens,01 ONE FAMILY DWELLINGS,0,1392,447550,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1328,310000,1943,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,455000,2242,1
Queens,01 ONE FAMILY DWELLINGS,0,1536,405000,2700,1
Queens,01 ONE FAMILY DWELLINGS,0,1472,325000,2267,1
Queens,01 ONE FAMILY DWELLINGS,0,1472,470000,2267,1
Queens,01 ONE FAMILY DWELLINGS,0,1234,460000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1284,450000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,730,445000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,570000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,430000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,530000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,200000,4040,1
Queens,01 ONE FAMILY DWELLINGS,0,1224,349830,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1224,470000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1394,572000,3068,1
Queens,01 ONE FAMILY DWELLINGS,0,1044,140000,1770,1
Queens,01 ONE FAMILY DWELLINGS,0,3000,457500,1770,1
Queens,01 ONE FAMILY DWELLINGS,0,1024,415000,1770,1
Queens,01 ONE FAMILY DWELLINGS,0,1100,450000,1943,1
Queens,01 ONE FAMILY DWELLINGS,0,1200,462500,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,545000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,435000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1408,530000,1840,1
Queens,01 ONE FAMILY DWELLINGS,0,1096,475000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,340000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1272,300000,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,415000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1076,495000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,510000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,360000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,520000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,515000,2185,1
Queens,01 ONE FAMILY DWELLINGS,0,1348,170000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1348,575000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1552,555000,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,225000,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,337500,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1008,525000,2900,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,415000,2406,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,470000,1920,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,375000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1265,535000,3500,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,565000,1940,1
Queens,01 ONE FAMILY DWELLINGS,0,1692,565000,2429,1
Queens,01 ONE FAMILY DWELLINGS,0,1304,522000,1953,1
Queens,01 ONE FAMILY DWELLINGS,0,1072,561000,2342,1
Queens,01 ONE FAMILY DWELLINGS,0,1106,465000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1304,480000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,240000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,530000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,840,499000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,868,418000,1022,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,450000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,392000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1080,250000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1080,435000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1036,273000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1036,370000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1088,550000,2365,1
Queens,01 ONE FAMILY DWELLINGS,0,860,453200,2600,1
Queens,01 ONE FAMILY DWELLINGS,0,976,520000,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,565000,2459,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,270750,2494,1
Queens,01 ONE FAMILY DWELLINGS,0,1344,564000,2494,1
Queens,01 ONE FAMILY DWELLINGS,0,1056,310000,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,460000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1604,490000,2406,1
Queens,01 ONE FAMILY DWELLINGS,0,1664,495000,2406,1
Queens,01 ONE FAMILY DWELLINGS,0,1312,345000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1028,380000,2642,1
Queens,01 ONE FAMILY DWELLINGS,0,896,590000,2300,1
Queens,01 ONE FAMILY DWELLINGS,0,1288,435000,1580,1
Queens,01 ONE FAMILY DWELLINGS,0,896,240000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1462,401000,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1462,540000,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1572,560000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1572,520000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1040,525000,2900,1
Queens,01 ONE FAMILY DWELLINGS,0,826,345000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,826,500000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1728,400000,3597,1
Queens,01 ONE FAMILY DWELLINGS,0,1728,575000,3597,1
Queens,01 ONE FAMILY DWELLINGS,0,1728,530000,3597,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,315000,2182,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,385000,2182,1
Queens,01 ONE FAMILY DWELLINGS,0,1168,510000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1136,375000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1008,455000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,868,327000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,868,416000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,868,390000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,896,410000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,952,460000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,924,420000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,756,462000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,153900,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1372,435000,2520,1
Queens,01 ONE FAMILY DWELLINGS,0,1017,545000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,896,355000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,347000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,992,375000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1008,479990,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1400,233000,2088,1
Queens,01 ONE FAMILY DWELLINGS,0,1400,550000,2088,1
Queens,01 ONE FAMILY DWELLINGS,0,952,450000,2088,1
Queens,01 ONE FAMILY DWELLINGS,0,854,416000,2075,1
Queens,01 ONE FAMILY DWELLINGS,0,1272,360000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,920,575737,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,460000,2075,1
Queens,01 ONE FAMILY DWELLINGS,0,1190,475000,2075,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,405000,2650,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,585000,2650,1
Queens,01 ONE FAMILY DWELLINGS,0,1536,650000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1172,550000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1676,575000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1444,495000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,570000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1616,590000,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1314,540300,2500,1
Queens,01 ONE FAMILY DWELLINGS,0,1314,476000,2700,1
Queens,01 ONE FAMILY DWELLINGS,0,1304,565000,4400,1
Queens,01 ONE FAMILY DWELLINGS,0,1234,480000,2280,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,550000,2142,1
Queens,01 ONE FAMILY DWELLINGS,0,1731,685000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1520,447000,1590,1
Queens,01 ONE FAMILY DWELLINGS,0,1068,300000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,996,465000,2964,1
Queens,01 ONE FAMILY DWELLINGS,0,996,335000,2540,1
Queens,01 ONE FAMILY DWELLINGS,0,996,375000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1578,603200,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,520000,2525,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,494000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,462000,2850,1
Queens,01 ONE FAMILY DWELLINGS,0,1272,550000,2850,1
Queens,01 ONE FAMILY DWELLINGS,0,1232,585000,2850,1
Queens,01 ONE FAMILY DWELLINGS,0,1280,550000,2280,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,355000,1665,1
Queens,01 ONE FAMILY DWELLINGS,0,800,279000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1080,591000,3905,1
Queens,01 ONE FAMILY DWELLINGS,0,1248,490000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,868,330000,1900,1
Queens,01 ONE FAMILY DWELLINGS,0,1079,423000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,975,420455,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,499000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,980,200000,2018,1
Queens,01 ONE FAMILY DWELLINGS,0,954,397500,1725,1
Queens,01 ONE FAMILY DWELLINGS,0,756,370000,2255,1
Queens,01 ONE FAMILY DWELLINGS,0,1036,377000,2652,1
Queens,01 ONE FAMILY DWELLINGS,0,1600,700000,3450,1
Queens,01 ONE FAMILY DWELLINGS,0,910,350000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,832,817000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,459270,1960,1
Queens,01 ONE FAMILY DWELLINGS,0,1632,700000,3030,1
Queens,01 ONE FAMILY DWELLINGS,0,1768,389672,2983,1
Queens,01 ONE FAMILY DWELLINGS,0,1381,560000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,485000,2579,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,550000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,2700,995000,4300,1
Queens,01 ONE FAMILY DWELLINGS,0,1302,825000,6000,1
Queens,01 ONE FAMILY DWELLINGS,0,1063,560000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,445000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,800,345500,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,850,550000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1138,490000,1889,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,315000,3742,1
Queens,01 ONE FAMILY DWELLINGS,0,1264,564000,2798,1
Queens,01 ONE FAMILY DWELLINGS,0,1170,360000,4071,1
Queens,01 ONE FAMILY DWELLINGS,0,1004,330000,1912,1
Queens,01 ONE FAMILY DWELLINGS,0,1004,530200,1912,1
Queens,01 ONE FAMILY DWELLINGS,0,1296,530000,2651,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,320000,2272,1
Queens,01 ONE FAMILY DWELLINGS,0,1120,380000,2272,1
Queens,01 ONE FAMILY DWELLINGS,0,2500,545000,3276,1
Queens,01 ONE FAMILY DWELLINGS,0,812,351750,2400,1
Queens,01 ONE FAMILY DWELLINGS,0,812,468000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,400000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1152,525000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1184,525000,3201,1
Queens,01 ONE FAMILY DWELLINGS,0,1134,621000,3160,1
Queens,01 ONE FAMILY DWELLINGS,0,1298,200000,3072,1
Queens,01 ONE FAMILY DWELLINGS,0,1298,460000,3072,1
Queens,01 ONE FAMILY DWELLINGS,0,1298,499000,3289,1
Queens,01 ONE FAMILY DWELLINGS,0,896,423000,1533,1
Queens,01 ONE FAMILY DWELLINGS,0,868,295000,1893,1
Queens,01 ONE FAMILY DWELLINGS,0,868,430000,1893,1
Queens,01 ONE FAMILY DWELLINGS,0,812,390000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,936,403000,1325,1
Queens,01 ONE FAMILY DWELLINGS,0,840,425000,1866,1
Queens,01 ONE FAMILY DWELLINGS,0,840,466000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,840,225000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,840,370000,2100,1
Queens,01 ONE FAMILY DWELLINGS,0,1026,569000,3000,1
Queens,01 ONE FAMILY DWELLINGS,0,1392,555000,2667,1
Queens,01 ONE FAMILY DWELLINGS,0,1050,575000,4181,1
Queens,01 ONE FAMILY DWELLINGS,0,950,500025,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1224,500025,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,450000,2380,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,530000,2850,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,374200,2851,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,395850,2851,1
Queens,01 ONE FAMILY DWELLINGS,0,1216,335000,2430,1
Queens,01 ONE FAMILY DWELLINGS,0,1085,480000,2738,1
Queens,01 ONE FAMILY DWELLINGS,0,798,1175000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1360,450000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1600,490000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1960,730000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1313,450000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,780,485000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,2176,725000,5500,1
Queens,01 ONE FAMILY DWELLINGS,0,1275,650000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1100,629000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1728,579000,2642,1
Queens,01 ONE FAMILY DWELLINGS,0,1122,665000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1540,450000,2417,1
Queens,01 ONE FAMILY DWELLINGS,0,1320,475000,2025,1
Queens,01 ONE FAMILY DWELLINGS,0,1020,405000,2000,1
Queens,01 ONE FAMILY DWELLINGS,0,1146,580000,4083,1
Queens,01 ONE FAMILY DWELLINGS,0,988,451230,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,2288,935000,3800,1
Queens,01 ONE FAMILY DWELLINGS,0,1125,600000,3742,1
Queens,01 ONE FAMILY DWELLINGS,0,1125,560000,4500,1
Queens,01 ONE FAMILY DWELLINGS,0,1006,599000,3600,1
Queens,01 ONE FAMILY DWELLINGS,0,1356,659000,4000,1
Queens,01 ONE FAMILY DWELLINGS,0,1249,649999,5000,1
Queens,02 TWO FAMILY DWELLINGS,0,2252,670000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2252,730000,2397,2
Queens,02 TWO FAMILY DWELLINGS,0,1372,700000,2300,2
Queens,02 TWO FAMILY DWELLINGS,0,2016,850000,3887,2
Queens,02 TWO FAMILY DWELLINGS,0,2480,675000,2375,2
Queens,02 TWO FAMILY DWELLINGS,0,2120,308000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,2120,720000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1552,655000,2000,2
Queens,02 TWO FAMILY DWELLINGS,0,1886,640500,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,2832,990000,4100,2
Queens,02 TWO FAMILY DWELLINGS,0,1075,520000,3000,2
Queens,02 TWO FAMILY DWELLINGS,0,1152,425000,2500,2
Queens,02 TWO FAMILY DWELLINGS,0,1056,320000,1570,2
